layer_name,input,kv_cache,tp_size,latency(ns)
post_layernorm,50,0,4,8398
gate,50,0,4,70896
expert.w1,50,0,4,16974
expert.w3,50,0,4,16281
act_fn,50,0,4,4278
expert.w2,50,0,4,14319
final_layernorm,50,0,4,8323
lm_head,50,0,4,101428
embedding,51,0,4,4821
input_layernorm,51,0,4,8129
q_proj,51,0,4,15347
k_proj,51,0,4,6674
v_proj,51,0,4,6218
rope,51,0,4,22781
o_proj,51,0,4,14123
post_layernorm,51,0,4,8431
gate,51,0,4,71401
expert.w1,51,0,4,16962
expert.w3,51,0,4,16301
act_fn,51,0,4,4251
expert.w2,51,0,4,14292
final_layernorm,51,0,4,8333
lm_head,51,0,4,101883
embedding,52,0,4,4972
input_layernorm,52,0,4,8141
q_proj,52,0,4,15238
k_proj,52,0,4,6644
v_proj,52,0,4,6239
rope,52,0,4,22835
o_proj,52,0,4,14143
post_layernorm,52,0,4,8454
gate,52,0,4,70660
expert.w1,52,0,4,17020
expert.w3,52,0,4,16450
act_fn,52,0,4,4045
expert.w2,52,0,4,14375
final_layernorm,52,0,4,8335
lm_head,52,0,4,101319
embedding,53,0,4,4993
input_layernorm,53,0,4,8162
q_proj,53,0,4,15503
k_proj,53,0,4,6643
v_proj,53,0,4,6230
rope,53,0,4,22839
o_proj,53,0,4,14127
post_layernorm,53,0,4,8436
gate,53,0,4,71278
expert.w1,53,0,4,16973
expert.w3,53,0,4,16402
act_fn,53,0,4,4002
expert.w2,53,0,4,14319
final_layernorm,53,0,4,8359
lm_head,53,0,4,101708
embedding,54,0,4,5047
input_layernorm,54,0,4,8167
q_proj,54,0,4,15512
k_proj,54,0,4,6665
v_proj,54,0,4,6237
rope,54,0,4,23189
o_proj,54,0,4,14153
post_layernorm,54,0,4,8503
gate,54,0,4,71257
expert.w1,54,0,4,17104
expert.w3,54,0,4,16387
act_fn,54,0,4,3988
expert.w2,54,0,4,14441
final_layernorm,54,0,4,8357
lm_head,54,0,4,101652
embedding,55,0,4,5069
input_layernorm,55,0,4,8175
q_proj,55,0,4,15349
k_proj,55,0,4,6649
v_proj,55,0,4,6233
rope,55,0,4,22896
o_proj,55,0,4,14070
post_layernorm,55,0,4,8531
gate,55,0,4,71522
expert.w1,55,0,4,17126
expert.w3,55,0,4,16382
act_fn,55,0,4,3981
expert.w2,55,0,4,14412
final_layernorm,55,0,4,8408
lm_head,55,0,4,101578
embedding,56,0,4,5025
input_layernorm,56,0,4,8186
q_proj,56,0,4,15491
k_proj,56,0,4,6655
v_proj,56,0,4,6262
rope,56,0,4,23250
